name,country,alpha_two_code,domains,web_pages,domain_count,top_level_domain,continent
Al-Mustafa International University,Iran,IR,['miu.ac.ir'],['http://miu.ac.ir/'],1,ir,
Arak University of Medical Sciences,Iran,IR,['arakmu.ac.ir'],['http://www.arakmu.ac.ir/'],1,ir,
Arak University,Iran,IR,['araku.ac.ir'],['http://www.araku.ac.ir/'],1,ir,
Arak University of Technology,Iran,IR,['arakut.ac.ir'],['http://www.arakut.ac.ir/'],1,ir,
Kermanshah University of Technology,Iran,IR,['kut.ac.ir'],['https://www.kut.ac.ir/'],1,ir,
Art University,Iran,IR,['art.ac.ir'],['http://www.art.ac.ir/'],1,ir,
Ardabil University of Medical Sciences,Iran,IR,['arums.ac.ir'],['http://www.arums.ac.ir/'],1,ir,
Allameh Tabatabaie University,Iran,IR,['atu.ac.ir'],['http://www.atu.ac.ir/'],1,ir,
Ahvaz University of Medical Sciences,Iran,IR,['aums.ac.ir'],['http://www.aums.ac.ir/'],1,ir,
Amirkabir University of Technology,Iran,IR,['aut.ac.ir'],['http://www.aut.ac.ir/'],1,ir,
"Islamic Azad University, Tehran South",Iran,IR,['stb.iau.ir'],['https://stb.iau.ir/'],1,ir,
Alzahra University,Iran,IR,['alzahra.ac.ir'],['http://www.alzahra.ac.ir/'],1,ir,
Bu Ali Sina University,Iran,IR,['basu.ac.ir'],['http://www.basu.ac.ir/'],1,ir,
Baha'i Institute for Higher Education,Iran,IR,['bihe.org'],['http://www.bihe.org/'],1,org,
Birjand University,Iran,IR,['birjand.ac.ir'],['http://www.birjand.ac.ir/'],1,ir,
Baqiyatallah University of Medical Sciences,Iran,IR,['bmsu.ac.ir'],['http://www.bmsu.ac.ir/'],1,ir,
"Islamic Azad University, Bojnourd",Iran,IR,['bojnourd.iau.ir'],['https://bojnourd.iau.ir/'],1,ir,
Bushehr University of Medical Sciences,Iran,IR,['bpums.ac.ir'],['http://www.bpums.ac.ir/'],1,ir,
Birjand University of Medical Sciences,Iran,IR,['bums.ac.ir'],['http://www.bums.ac.ir/'],1,ir,
Shahid Chamran University of Ahvaz,Iran,IR,['scu.ac.ir'],['http://scu.ac.ir/'],1,ir,
"Islamic Azad University, Dehaghan",Iran,IR,['dehaghan.iau.ir'],['https://dehaghan.iau.ir/'],1,ir,
Delijan Payame Noor University,Iran,IR,['delijanpnu.ac.ir'],['http://www.delijanpnu.ac.ir/'],1,ir,
Deylaman Institute of Higher Education,Iran,IR,['deylaman.ac.ir'],['http://www.deylaman.ac.ir/'],1,ir,
Damghan University,Iran,IR,['du.ac.ir'],['http://www.du.ac.ir/'],1,ir,
"Islamic Azad University, Falavarjan",Iran,IR,['falavarjan.ac.ir'],['http://www.falavarjan.ac.ir/'],1,ir,
"Islamic Azad University, Fars Science & Research Branch",Iran,IR,['fsriau.ac.ir'],['http://www.fsriau.ac.ir/'],1,ir,
Fasa Faculty of Medical Sciences,Iran,IR,['fums.ac.ir'],['http://www.fums.ac.ir/'],1,ir,
Gorgan University,Iran,IR,['gau.ac.ir'],['http://www.gau.ac.ir/'],1,ir,
Gonabad University of Medical Sciences,Iran,IR,['gmu.ac.ir'],['http://www.gmu.ac.ir/'],1,ir,
"Islamic Azad University, Gorgan",Iran,IR,['gorganiau.ir'],['http://www.gorganiau.ir/'],1,ir,
Golestan University of Medical Sciences,Iran,IR,['goums.ac.ir'],['http://www.goums.ac.ir/'],1,ir,
University of Guilan,Iran,IR,['guilan.ac.ir'],['http://www.guilan.ac.ir/'],1,ir,
Guilan University of Medical Sciences,Iran,IR,['gums.ac.ir'],['http://www.gums.ac.ir/'],1,ir,
University of Hormozgan,Iran,IR,['hormozgan.ac.ir'],['http://www.hormozgan.ac.ir/'],1,ir,
Hormozgan University of Medical Sciences,Iran,IR,['hums.ac.ir'],['http://www.hums.ac.ir/'],1,ir,
Hyrcania Institute of Higher Education,Iran,IR,['hyrcania.ac.ir'],['http://www.hyrcania.ac.ir/'],1,ir,
Zanjan Institute for Advanced Studies in Basic Sciences,Iran,IR,['iasbs.ac.ir'],['http://www.iasbs.ac.ir/'],1,ir,
"Islamic Azad University, Ahar",Iran,IR,['iau-ahar.ac.ir'],['http://www.iau-ahar.ac.ir/'],1,ir,
"Islamic Azad University, Arak",Iran,IR,['iau-arak.ac.ir'],['http://www.iau-arak.ac.ir/'],1,ir,
"Islamic Azad University, Ardabil",Iran,IR,['iauardabil.ac.ir'],['http://www.iauardabil.ac.ir/'],1,ir,
"Islamic Azad University, Bandar Abbas",Iran,IR,['iauba.ac.ir'],['http://www.iauba.ac.ir/'],1,ir,
"Islamic Azad University, Bostanabad",Iran,IR,['iaubos.ac.ir'],['http://www.iaubos.ac.ir/'],1,ir,
"Islamic Azad University, Boukan",Iran,IR,['iau-boukan.ac.ir'],['http://www.iau-boukan.ac.ir'],1,ir,
"Islamic Azad University, Central Tehran Branch",Iran,IR,['iauctb.ac.ir'],['http://www.iauctb.ac.ir/'],1,ir,
"Islamic Azad University, Garmsar",Iran,IR,['iau-garmsar.ac.ir'],['http://www.iau-garmsar.ac.ir/'],1,ir,
"Islamic Azad University, Hamedan",Iran,IR,['iauh.ac.ir'],['http://www.iauh.ac.ir/'],1,ir,
"Islamic Azad University, Kerman",Iran,IR,['iauk.ac.ir'],['http://www.iauk.ac.ir/'],1,ir,
"Islamic Azad University, Karaj",Iran,IR,['iaukb.ir'],['http://www.iaukb.ir/'],1,ir,
"Islamic Azad University, Lahijan",Iran,IR,['iau-lahijan.ac.ir'],['http://www.iau-lahijan.ac.ir/'],1,ir,
"Islamic Azad University, Majlesi",Iran,IR,['iaumajlesi.ac.ir'],['http://www.iaumajlesi.ac.ir/'],1,ir,
"Islamic Azad University, Mehriz",Iran,IR,['iaumehriz.com'],['http://www.iaumehriz.com/'],1,com,
"Islamic Azad University, Najafabad",Iran,IR,['iaun.ac.ir'],['http://www.iaun.ac.ir/'],1,ir,
"Islamic Azad University, Quchan",Iran,IR,['iauq.ac.ir'],['http://www.iauq.ac.ir/'],1,ir,
"Islamic Azad University, Region One",Iran,IR,['iauro.ac.ir'],['http://www.iauro.ac.ir/'],1,ir,
"Islamic Azad University, Saveh",Iran,IR,['iau-saveh.ac.ir'],['http://www.iau-saveh.ac.ir/'],1,ir,
"Islamic Azad University, Sanandaj",Iran,IR,['iausdj.ac.ir'],['http://www.iausdj.ac.ir/'],1,ir,
"Islamic Azad University, Shabestar",Iran,IR,['iaushab.ac.ir'],['http://www.iaushab.ac.ir/'],1,ir,
"Islamic Azad University, Shahrood",Iran,IR,['iau-shahrood.ac.ir'],['http://www.iau-shahrood.ac.ir/'],1,ir,
"Islamic Azad University, Shiraz",Iran,IR,['iaushiraz.ac.ir'],['http://www.iaushiraz.ac.ir/'],1,ir,
"Islamic Azad University, Shirvan",Iran,IR,['iau-shirvan.ac.ir'],['http://www.iau-shirvan.ac.ir/'],1,ir,
"Islamic Azad University, Shahr-e-rey",Iran,IR,['iausr.ac.ir'],['http://www.iausr.ac.ir/'],1,ir,
"Islamic Azad University, Tabriz",Iran,IR,['iaut.ac.ir'],['http://www.iaut.ac.ir/'],1,ir,
"Islamic Azad University, Tafresh",Iran,IR,['iautb.ac.ir'],['http://www.iautb.ac.ir/'],1,ir,
"Islamic Azad University, Theran Medical",Iran,IR,['iautmu.ac.ir'],['http://www.iautmu.ac.ir/'],1,ir,
"Islamic Azad University, North Tehran",Iran,IR,['iau-tnb.ac.ir'],['http://www.iau-tnb.ac.ir/'],1,ir,
"Islamic Azad University, Varamin",Iran,IR,['iauvaramin.ac.ir'],['http://www.iauvaramin.ac.ir/'],1,ir,
"Islamic Azad University, Yazd",Iran,IR,['iauyazd.ac.ir'],['http://www.iauyazd.ac.ir/'],1,ir,
Imam Khomeini International University,Iran,IR,['ikiu.ac.ir'],['http://www.ikiu.ac.ir/'],1,ir,
Ilam University,Iran,IR,['ilam.ac.ir'],['http://www.ilam.ac.ir/'],1,ir,
Imam Reza University,Iran,IR,['imamreza.ac.ir'],['http://www.imamreza.ac.ir/'],1,ir,
Imam Sadegh University,Iran,IR,['isu.ac.ir'],['http://www.isu.ac.ir/'],1,ir,
Iran University of Medical Sciences,Iran,IR,['iums.ac.ir'],['http://www.iums.ac.ir/'],1,ir,
Iran University of Science and Technology Tehran,Iran,IR,['iust.ac.ir'],['http://www.iust.ac.ir/'],1,ir,
Isfahan University of Technology,Iran,IR,['iut.ac.ir'],['http://www.iut.ac.ir/'],1,ir,
Jami Institute of Technology,Iran,IR,['jami.ac.ir'],['http://www.jami.ac.ir/'],1,ir,
"Islamic Azad University, Janah",Iran,IR,['janahiau.ac.ir'],['http://www.janahiau.ac.ir/'],1,ir,
Jahrom University of Medical Sciences,Iran,IR,['jums.ac.ir'],['http://www.jums.ac.ir/'],1,ir,
Kamal-Ol-Molk University,Iran,IR,['kamalolmolk.ac.ir'],['http://www.kamalolmolk.ac.ir/'],1,ir,
Kar University,Iran,IR,['karuniversity.com'],['http://www.karuniversity.com/'],1,com,
Kashan University,Iran,IR,['kashanu.ac.ir'],['http://www.kashanu.ac.ir/'],1,ir,
"Islamic Azad University, Kazerun",Iran,IR,['kau.ac.ir'],['http://www.kau.ac.ir/'],1,ir,
Kashan University of Medical Sciences,Iran,IR,['kaums.ac.ir'],['http://www.kaums.ac.ir/'],1,ir,
Kerman Graduate University of Technology,Iran,IR,['kgut.ac.ir'],['http://www.kgut.ac.ir/'],1,ir,
"Islamic Azad University, Khorasgan",Iran,IR,['khuisf.ac.ir'],['http://www.khuisf.ac.ir/'],1,ir,
"Sharif University of Technology, Kish Campus",Iran,IR,['kish.ac.ir'],['http://www.kish.ac.ir/'],1,ir,
Khomeinishahr Payame Noor University,Iran,IR,['km.isfpnu.ac.ir'],['http://km.isfpnu.ac.ir/'],1,ir,
Kerman University of Medical Sciences,Iran,IR,['kmu.ac.ir'],['http://www.kmu.ac.ir/'],1,ir,
Khajeh Nasir Toosi University of Technology,Iran,IR,['kntu.ac.ir'],['http://www.kntu.ac.ir/'],1,ir,
Kermanshah University of Medical Sciences,Iran,IR,['kums.ac.ir'],['http://www.kums.ac.ir/'],1,ir,
Payam Noor University Lavasan,Iran,IR,['teh-lavasan.pnu.ac.ir'],['http://teh-lavasan.pnu.ac.ir/'],1,ir,
Lorestan University,Iran,IR,['lu.ac.ir'],['http://www.lu.ac.ir/'],1,ir,
Lorestan University of Medical Sciences,Iran,IR,['lums.ac.ir'],['http://www.lums.ac.ir/'],1,ir,
"Islamic Azad University, Mahshar",Iran,IR,['mahshahriau.ac.ir'],['http://www.mahshahriau.ac.ir/'],1,ir,
Malayer University,Iran,IR,['malayeru.ac.ir'],['http://www.malayeru.ac.ir/'],1,ir,
Malekan Payame Noor University,Iran,IR,['malekanpnu.ac.ir'],['http://www.malekanpnu.ac.ir/'],1,ir,
Mamasani University of Technology,Iran,IR,['mamasaniiau.ac.ir'],['http://www.mamasaniiau.ac.ir/'],1,ir,
"Islamic Azad University, Mobarakeh",Iran,IR,['mau.ac.ir'],['http://www.mau.ac.ir/'],1,ir,
"Islamic Azad University, Maybod",Iran,IR,['maybod.ac.ir'],['http://www.maybod.ac.ir/'],1,ir,
Mazandaran University of Medical Science,Iran,IR,['mazums.ac.ir'],['http://www.mazums.ac.ir/'],1,ir,
Ilam University of Medical Sciences,Iran,IR,['medilam.hbi.ir'],['http://www.medilam.hbi.ir/'],1,ir,
Sabzevar School of Medical Sciences,Iran,IR,['medsab.ac.ir'],['http://www.medsab.ac.ir/'],1,ir,
Tarbiat Modares University,Iran,IR,['modares.ac.ir'],['http://www.modares.ac.ir/'],1,ir,
Mofid University,Iran,IR,['mofidu.ac.ir'],['http://www.mofidu.ac.ir/'],1,ir,
"Islamic Azad University, Mashhad",Iran,IR,['mshdiau.ac.ir'],['http://www.mshdiau.ac.ir/'],1,ir,
Babol University of Medical Sciences,Iran,IR,['mubabol.ac.ir'],['http://www.mubabol.ac.ir/'],1,ir,
Isfahan University of Medical Sciences,Iran,IR,['mui.ac.ir'],['http://www.mui.ac.ir/'],1,ir,
Kurdistan University of Medical Sciences,Iran,IR,['muk.ac.ir'],['http://www.muk.ac.ir/'],1,ir,
Mashhad University of Medical Sciences,Iran,IR,['mums.ac.ir'],['http://www.mums.ac.ir/'],1,ir,
Qom University of Medical Sciences,Iran,IR,['muq.ac.ir'],['http://www.muq.ac.ir/'],1,ir,
Najaf Abad University of Applied Science and Technology,Iran,IR,['najafabad-uast.ac.ir'],['http://www.najafabad-uast.ac.ir/'],1,ir,
Babol Noshirvani University of Technology,Iran,IR,['nit.ac.ir'],['http://www.nit.ac.ir/'],1,ir,
Persian Gulf University,Iran,IR,['pgu.ac.ir'],['http://www.pgu.ac.ir/'],1,ir,
"Islamic Azad University, Parand",Iran,IR,['piau.ac.ir'],['http://www.piau.ac.ir/'],1,ir,
Payame Noor University,Iran,IR,['pnu.ac.ir'],['http://www.pnu.ac.ir/'],1,ir,
University of Mashhad Payame Noor,Iran,IR,['pnum.ac.ir'],['http://www.pnum.ac.ir/'],1,ir,
"Payame Noor University, Tafresh",Iran,IR,['pnut.ac.ir'],['http://www.pnut.ac.ir/'],1,ir,
Petroleum University of Technology,Iran,IR,['put.ac.ir'],['http://www.put.ac.ir/'],1,ir,
Power and Water Institute of Technology,Iran,IR,['pwit.ac.ir'],['http://www.pwit.ac.ir/'],1,ir,
"Islamic Azad University, Qazvin",Iran,IR,['qiau.ac.ir'],['http://qiau.ac.ir/'],1,ir,
Qom University,Iran,IR,['qom.ac.ir'],['http://www.qom.ac.ir/'],1,ir,
"Islamic Azad University, Qom",Iran,IR,['qom-iau.ac.ir'],['http://www.qom-iau.ac.ir/'],1,ir,
Qazvin University of Medical Sciences,Iran,IR,['qums.ac.ir'],['http://www.qums.ac.ir/'],1,ir,
Qom University of Technology,Iran,IR,['qut.ac.ir'],['http://www.qut.ac.ir/'],1,ir,
Ragheb Esfahani University,Iran,IR,['raghebisf.ac.ir'],['http://www.raghebisf.ac.ir/'],1,ir,
Razi University,Iran,IR,['razi.ac.ir'],['http://www.razi.ac.ir/'],1,ir,
"Islamic Azad University, Roodehen",Iran,IR,['riau.ac.ir'],['http://www.riau.ac.ir/'],1,ir,
Rafsanjan University of Medical Sciences,Iran,IR,['rums.ac.ir'],['http://www.rums.ac.ir/'],1,ir,
Sadjad Institute of Technology,Iran,IR,['sadjad.ac.ir'],['http://www.sadjad.ac.ir/'],1,ir,
Sadra University,Iran,IR,['sadra.ac.ir'],['http://www.sadra.ac.ir/'],1,ir,
Shahid Beheshti University of Medical Sciences,Iran,IR,['sbmu.ac.ir'],['http://www.sbmu.ac.ir/'],1,ir,
Shahid Beheshti University,Iran,IR,['sbu.ac.ir'],['http://www.sbu.ac.ir/'],1,ir,
Daneshestan Institute of Higher Education,Iran,IR,['sdi.ac.ir'],['http://www.sdi.ac.ir/'],1,ir,
Semnan University,Iran,IR,['semnan.ac.ir'],['http://www.semnan.ac.ir/'],1,ir,
"Islamic Azad University, Semnan",Iran,IR,['semnaniau.ac.ir'],['http://www.semnaniau.ac.ir/'],1,ir,
Semnan University of Medical Sciences,Iran,IR,['sem-ums.ac.ir'],['http://www.sem-ums.ac.ir/'],1,ir,
School of Economic Sciences,Iran,IR,['ses.ac.ir'],['http://www.ses.ac.ir/'],1,ir,
Shahed University,Iran,IR,['shahed.ac.ir'],['http://www.shahed.ac.ir/'],1,ir,
Shahrood University of Technology,Iran,IR,['shahroodut.ac.ir'],['http://www.shahroodut.ac.ir/'],1,ir,
"Islamic Azad University, Shahryar",Iran,IR,['shahryariau.ac.ir'],['http://www.shahryariau.ac.ir/'],1,ir,
Sharif University of Technology,Iran,IR,['sharif.ac.ir'],['http://www.sharif.ac.ir/'],1,ir,
Sheikh Bahaei University,Iran,IR,['shbu.ac.ir'],['http://www.shbu.ac.ir/'],1,ir,
Shiraz University,Iran,IR,['shirazu.ac.ir'],['http://www.shirazu.ac.ir/'],1,ir,
Shahrood University of Medical Sciences,Iran,IR,['shmu.ac.ir'],['http://www.shmu.ac.ir/'],1,ir,
Shomal University,Iran,IR,['shomal.ac.ir'],['http://www.shomal.ac.ir/'],1,ir,
Shahrekord University,Iran,IR,['sku.ac.ir'],['http://www.sku.ac.ir/'],1,ir,
Shahrekord University of Medical Sciences,Iran,IR,['skums.ac.ir'],['http://www.skums.ac.ir/'],1,ir,
"Islamic Azad University, Someh Sara",Iran,IR,['sowmesaraiau.ac.ir'],['http://www.sowmesaraiau.ac.ir/'],1,ir,
Shiraz Payamnoor University,Iran,IR,['spnu.ac.ir'],['http://www.spnu.ac.ir/'],1,ir,
"Islamic Azad University, Tehran Science & Research Branch",Iran,IR,['srbiau.ac.ir'],['http://www.srbiau.ac.ir/'],1,ir,
Shahid Rajaee Teacher Training University,Iran,IR,['srttu.edu'],['http://www.srttu.edu/'],1,edu,
Yazd Medical University,Iran,IR,['ssu.ac.ir'],['http://www.ssu.ac.ir/'],1,ir,
Sabzevar Teacher Training University,Iran,IR,['sttu.ac.ir'],['http://www.sttu.ac.ir/'],1,ir,
Shiraz University of Medical Sciences,Iran,IR,['sums.ac.ir'],['http://www.sums.ac.ir/'],1,ir,
Sahand University of Technology,Iran,IR,['sut.ac.ir'],['http://www.sut.ac.ir/'],1,ir,
Shiraz University of Technology,Iran,IR,['sutech.ac.ir'],['http://www.sutech.ac.ir/'],1,ir,
Tabriz Islamic Art University,Iran,IR,['tabriziau.ac.ir'],['http://www.tabriziau.ac.ir/'],1,ir,
Tabriz University,Iran,IR,['tabrizu.ac.ir'],['http://www.tabrizu.ac.ir/'],1,ir,
Tabriz University of Medical Sciences,Iran,IR,['tbzmed.ac.ir'],['http://www.tbzmed.ac.ir/'],1,ir,
Tabriz College of Technology,Iran,IR,['tct.ac.ir'],['http://www.tct.ac.ir/'],1,ir,
Torbat Heydarieh University of Medical Sciences,Iran,IR,['thums.ac.ir'],['http://www.thums.ac.ir/'],1,ir,
Takestan Islamic Azad University,Iran,IR,['tiau.ac.ir'],['http://www.tiau.ac.ir/'],1,ir,
Tehran University of Teacher Training,Iran,IR,['tmu.ac.ir'],['http://www.tmu.ac.ir/'],1,ir,
Tehran University of Medical Sciences,Iran,IR,['tums.ac.ir'],['http://www.tums.ac.ir/'],1,ir,
University of Applied Science and Technology,Iran,IR,['uast.ac.ir'],['http://www.uast.ac.ir/'],1,ir,
University College of Nabi Akram,Iran,IR,['ucna.info'],['http://www.ucna.info/'],1,info,
Isfahan University,Iran,IR,['ui.ac.ir'],['http://www.ui.ac.ir/'],1,ir,
Shahid Bahonar University of Kerman,Iran,IR,['uk.ac.ir'],['http://www.uk.ac.ir/'],1,ir,
University of Mohaghegh Ardabili,Iran,IR,['uma.ac.ir'],['http://www.uma.ac.ir/'],1,ir,
Ferdowsi University of Mashhad,Iran,IR,['um.ac.ir'],['http://www.um.ac.ir/'],1,ir,
Hamadan University of Medical Sciences,Iran,IR,['umsha.ac.ir'],['http://www.umsha.ac.ir/'],1,ir,
Urmia University of Medical Sciences,Iran,IR,['umsu.ac.ir'],['http://www.umsu.ac.ir/'],1,ir,
Mazandaran University of Iran,Iran,IR,['umz.ac.ir'],['http://www.umz.ac.ir/'],1,ir,
University of Kurdistan,Iran,IR,['uok.ac.ir'],['http://www.uok.ac.ir/'],1,ir,
Zabol University,Iran,IR,['uoz.ac.ir'],['http://www.uoz.ac.ir/'],1,ir,
Urmia University,Iran,IR,['urmia.ac.ir'],['http://www.urmia.ac.ir/'],1,ir,
Sistan and Baluchestan University,Iran,IR,['usb.ac.ir'],['http://www.usb.ac.ir/'],1,ir,
University of Science and Culture,Iran,IR,['usc.ac.ir'],['http://www.usc.ac.ir/'],1,ir,
Mazandaran University of Science & Technology,Iran,IR,['ustmb.ac.ir'],['http://www.ustmb.ac.ir/'],1,ir,
University of Social Welfare and Rehabilitation Sciences,Iran,IR,['uswr.ac.ir'],['http://www.uswr.ac.ir/'],1,ir,
University of Tehran,Iran,IR,['ut.ac.ir'],['http://www.ut.ac.ir/'],1,ir,
Urmia University of Technology,Iran,IR,['uut.ac.ir'],['http://www.uut.ac.ir/'],1,ir,
Vali-e-Asr University of Rafsanjan,Iran,IR,['vru.ac.ir'],['http://www.vru.ac.ir/'],1,ir,
Yazd University,Iran,IR,['yazduni.ac.ir'],['http://www.yazduni.ac.ir/'],1,ir,
Yasuj University,Iran,IR,['yu.ac.ir'],['http://www.yu.ac.ir/'],1,ir,
Yasuj University of Medical Sciences,Iran,IR,['yums.ac.ir'],['http://www.yums.ac.ir/'],1,ir,
Zahedan University of Medical Sciences,Iran,IR,['zdmu.ac.ir'],['http://www.zdmu.ac.ir/'],1,ir,
Zanjan University,Iran,IR,['znu.ac.ir'],['http://www.znu.ac.ir/'],1,ir,
Zanjan University of Medical Sciences,Iran,IR,['zums.ac.ir'],['http://www.zums.ac.ir/'],1,ir,
Ahlulbait International University,Iraq,IQ,['ahlulbaitonline.com'],['http://www.ahlulbaitonline.com/'],1,com,
Al Mamon University College,Iraq,IQ,['almamonuc.org'],['http://www.almamonuc.org/'],1,org,
Al Rasheed University College,Iraq,IQ,['alrasheed-uc.com'],['http://www.alrasheed-uc.com/'],1,com,
Alsadrain University,Iraq,IQ,['alsadrain.org'],['http://www.alsadrain.org/'],1,org,
Al Maarif University College,Iraq,IQ,['auc-edu.org'],['http://www.auc-edu.org/'],1,org,
"American University of Iraq, Sulaimani (Kurdistan Region)",Iraq,IQ,['auis.edu.iq'],['http://www.auis.edu.iq/'],1,iq,
Baghdad College of Economic Sciences University,Iraq,IQ,['baghdadcollege.edu.iq'],['http://www.baghdadcollege.edu.iq/'],1,iq,
Baghdad College of Pharmacy,Iraq,IQ,['bpc.edu.iq'],['http://www.bpc.edu.iq/'],1,iq,
British Royal University,Iraq,IQ,['broyalu.net'],['http://broyalu.net/'],1,net,
Cihan University,Iraq,IQ,['cihanuniversity.edu.iq'],['http://www.cihanuniversity.edu.iq/'],1,iq,
Al Rafidain University College,Iraq,IQ,['coalrafidain.edu.iq'],['http://www.coalrafidain.edu.iq/'],1,iq,
Dijla University College,Iraq,IQ,['duc.edu.iq'],['http://www.duc.edu.iq/'],1,iq,
Hawler Medical University,Iraq,IQ,['hawlermu.org'],['http://www.hawlermu.org/'],1,org,
Iraq University College,Iraq,IQ,['iraquniversity.net'],['http://www.iraquniversity.net/'],1,net,
Ishik University,Iraq,IQ,['iu.edu.iq'],['http://www.iu.edu.iq/'],1,iq,
Komar University of Science and Technology,Iraq,IQ,['komar.edu.iq'],['http://www.komar.edu.iq/'],1,iq,
Koya University (Kurdistan Region),Iraq,IQ,['koyauniversity.org'],['http://www.koyauniversity.org/'],1,org,
Madenat Alelem University College,Iraq,IQ,['madenatalelem.com'],['http://www.madenatalelem.com/'],1,com,
Al Mansour University College,Iraq,IQ,['muc.edu.iq'],['http://www.muc.edu.iq/'],1,iq,
Al Nahrain University,Iraq,IQ,['nahrainuniv.edu.iq'],['http://www.nahrainuniv.edu.iq/'],1,iq,
Nawroz University,Iraq,IQ,['nawrozuniversity.com'],['http://www.nawrozuniversity.com/'],1,com,
University of Al-Qadisiyah,Iraq,IQ,['qadissuni.edu.iq'],['http://www.qadissuni.edu.iq/'],1,iq,
"College of Science, Baghdad University",Iraq,IQ,['scbaghdad.edu.iq'],['http://www.scbaghdad.edu.iq/'],1,iq,
Soran University,Iraq,IQ,['soran.edu.iq'],['http://www.soran.edu.iq/'],1,iq,
Salahddin University (Kurdistan Region),Iraq,IQ,['suh-edu.com'],['http://www.suh-edu.com/'],1,com,
Thi Qar University,Iraq,IQ,['thiqaruni.org'],['http://www.thiqaruni.org/'],1,org,
Tikrit University,Iraq,IQ,['tu.edu.iq'],['http://www.tu.edu.iq/'],1,iq,
Al Turath University College,Iraq,IQ,['turathun.com'],['http://www.turathun.com/'],1,com,
University of Human Development (Kurdistan Region),Iraq,IQ,['uhd.edu.iq'],['http://www.uhd.edu.iq/'],1,iq,
University of Kurdistan - Hawler,Iraq,IQ,['ukh.ac'],['http://www.ukh.ac/'],1,ac,
University of Sulaimania (Kurdistan Region),Iraq,IQ,['univsul.org'],['http://www.univsul.org/'],1,org,
Al Muthanna University,Iraq,IQ,['uoalmuthana.edu.iq'],['http://www.uoalmuthana.edu.iq/'],1,iq,
University of Anbar,Iraq,IQ,['uoanbar.edu.iq'],['http://www.uoanbar.edu.iq/'],1,iq,
Uinversity of Babylon,Iraq,IQ,['uobabylon.edu.iq'],['http://www.uobabylon.edu.iq/'],1,iq,
University of Baghdad,Iraq,IQ,['uobaghdad.edu.iq'],['http://www.uobaghdad.edu.iq/'],1,iq,
University of Basrah,Iraq,IQ,['uobasrah.edu.iq'],['http://www.uobasrah.edu.iq/'],1,iq,
University of Dohuk (Kurdistan Region),Iraq,IQ,['uod.ac'],['http://www.uod.ac/'],1,ac,
Diyala University,Iraq,IQ,['uodiyala.edu.iq'],['http://www.uodiyala.edu.iq/'],1,iq,
Kerbala University,Iraq,IQ,['uokerbala.edu.iq'],['http://www.uokerbala.edu.iq/'],1,iq,
University of Kirkuk,Iraq,IQ,['uokirkuk.edu.iq'],['http://www.uokirkuk.edu.iq/'],1,iq,
University of Kufa,Iraq,IQ,['uokufa.edu.iq'],['http://www.uokufa.edu.iq/'],1,iq,
Misan University,Iraq,IQ,['uomisan.edu.iq'],['http://www.uomisan.edu.iq/'],1,iq,
University of Mosul,Iraq,IQ,['uomosul.edu.iq'],['http://www.uomosul.edu.iq/'],1,iq,
University of Mustansiriyah,Iraq,IQ,['uomustansiriyah.edu.iq'],['http://www.uomustansiriyah.edu.iq/'],1,iq,
University of Technology - Iraq,Iraq,IQ,['uotechnology.edu.iq'],['http://www.uotechnology.edu.iq/'],1,iq,
University of Wassit,Iraq,IQ,['uowasit.edu.iq'],['http://www.uowasit.edu.iq/'],1,iq,
